window_start,events_count,unique_admins,unique_entities,unique_entity_subtypes,unique_ips,unique_user_agents,unique_hostnames,avg_time_between_events_seconds,min_time_between_events_seconds,max_time_between_events_seconds,failure_count,outside_business_hours_count,first_seen_ip_count,first_seen_user_agent_count,rare_action_count,high_risk_action_count,high_risk_sequence_count,uninstall_flag_count,token_flag_count,api_key_flag_count,config_flag_count,action_center_flag_count,permissions_flag_count,authentication_flag_count,failed_admins_nunique,assets_nunique,entity_count__vulnerability_policy,entity_count__public_api,entity_count__alert_management,entity_count__asset_groups,entity_count__rules,subtype_count__vulnerability_policy_risk_score_change,subtype_count__public_api_authentication_failed,subtype_count__alert_management_update_issue,subtype_count__asset_groups_change,subtype_count__rules_import,user_count__palo_alto_networks,user_count__n_a,user_count__imonsalv_bancolombia_com_co,failure_ratio,outside_business_hours_ratio,high_risk_action_ratio,burstiness_index,events_count_rolling_mean,events_count_rolling_std,failure_count_rolling_mean,failure_count_rolling_std,unique_admins_rolling_mean,unique_admins_rolling_std,unique_ips_rolling_mean,unique_ips_rolling_std,high_risk_action_count_rolling_mean,high_risk_action_count_rolling_std,uninstall_flag_count_rolling_mean,uninstall_flag_count_rolling_std,token_flag_count_rolling_mean,token_flag_count_rolling_std,api_key_flag_count_rolling_mean,api_key_flag_count_rolling_std,events_count_delta_from_rolling_mean,events_count_zscore_like,failure_count_delta_from_rolling_mean,failure_count_zscore_like,unique_admins_delta_from_rolling_mean,unique_admins_zscore_like,unique_ips_delta_from_rolling_mean,unique_ips_zscore_like,high_risk_action_count_delta_from_rolling_mean,high_risk_action_count_zscore_like,uninstall_flag_count_delta_from_rolling_mean,uninstall_flag_count_zscore_like,token_flag_count_delta_from_rolling_mean,token_flag_count_zscore_like,api_key_flag_count_delta_from_rolling_mean,api_key_flag_count_zscore_like
2026-04-21 09:41:00+00:00,6,2,2,2,1,1,0,10.2,0.0,51.0,0,6,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.5882352941176471,1.75,2.8722813232690143,0.0,0.0,0.75,0.9574271077563381,0.5,0.5773502691896257,0.5,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,4.25,1.4796600756234317,0.0,0.0,1.25,1.3055824196677337,0.5,0.8660254037844387,0.5,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:42:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.8722813232690143,0.0,0.0,0.75,0.9574271077563381,0.5,0.5773502691896257,0.5,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,-1.75,-0.6092717958449424,0.0,0.0,-0.75,-0.7833494518006403,-0.5,-0.8660254037844387,-0.5,-0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:43:00+00:00,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.75,2.8722813232690143,0.0,0.0,0.75,0.9574271077563381,0.5,0.5773502691896257,0.5,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,-0.26111648393354675,0.0,0.0,0.25,0.26111648393354675,0.5,0.8660254037844387,0.5,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:44:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.8722813232690143,0.0,0.0,0.75,0.9574271077563381,0.5,0.5773502691896257,0.5,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,-1.75,-0.6092717958449424,0.0,0.0,-0.75,-0.7833494518006403,-0.5,-0.8660254037844387,-0.5,-0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:45:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.49999999999999956,0.0,0.0,0.25,0.49999999999999994,0.25,0.5,0.25,0.49999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.5000000000000004,0.0,0.0,-0.25,-0.5000000000000001,-0.25,-0.5,-0.25,-0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:46:00+00:00,1,1,1,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5773502691896254,0.0,0.0,0.5,0.5773502691896257,0.25,0.5,0.25,0.49999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8660254037844392,0.0,0.0,0.5,0.8660254037844387,-0.25,-0.5,-0.25,-0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:47:00+00:00,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5773502691896254,0.0,0.0,0.5,0.5773502691896257,0.25,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8660254037844392,0.0,0.0,0.5,0.8660254037844387,0.75,1.5,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:48:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896255,0.0,0.0,0.5,0.5773502691896257,0.25,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.866025403784439,0.0,0.0,-0.5,-0.8660254037844387,-0.25,-0.5,-0.25,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:49:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896255,0.0,0.0,0.5,0.5773502691896257,0.25,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.866025403784439,0.0,0.0,-0.5,-0.8660254037844387,-0.25,-0.5,-0.25,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:50:00+00:00,3,1,1,1,1,1,0,2.0,2.0,2.0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.5,1.0,1.414213562373095,0.0,0.0,0.5,0.5773502691896257,0.5,0.5773502691896257,1.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4142135623730951,0.0,0.0,0.5,0.8660254037844387,0.5,0.8660254037844387,2.0,1.414213562373095,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:51:00+00:00,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.414213562373095,0.0,0.0,0.5,0.5773502691896257,0.5,0.5773502691896257,1.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8660254037844387,0.5,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:52:00+00:00,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.25,1.2583057392117913,0.0,0.0,0.75,0.49999999999999994,0.75,0.5,1.25,1.2583057392117916,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.19867985355975662,0.0,0.0,0.25,0.5000000000000001,0.25,0.5,-0.25,-0.1986798535597566,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:53:00+00:00,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.5,0.9999999999999997,0.0,0.0,1.0,0.0,1.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:54:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.75,0.5,0.75,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,-1.5,0.0,0.0,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:55:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896257,0.0,0.0,0.5,0.5773502691896257,0.5,0.5773502691896257,0.5,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.8660254037844387,0.0,0.0,-0.5,-0.8660254037844387,-0.5,-0.8660254037844387,-0.5,-0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:56:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.5,0.25,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.5,0.0,0.0,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:57:00+00:00,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.0,0.0,0.25,0.5,0.25,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.0,0.0,0.75,1.5,0.75,1.5,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:58:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.5,0.25,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.5,0.0,0.0,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 09:59:00+00:00,2,1,1,1,1,1,0,2.0,2.0,2.0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.75,0.9574271077563381,0.0,0.0,0.5,0.5773502691896257,0.5,0.5773502691896257,0.75,0.9574271077563381,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.3055824196677337,0.0,0.0,0.5,0.8660254037844387,0.5,0.8660254037844387,1.25,1.3055824196677337,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:00:00+00:00,29,2,2,2,1,1,0,1.5357142857142858,0.0,34.0,0,29,0,0,0,6,4,0,0,0,2,0,4,0,0,1,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,28.0,1.0,28.0,1.0,0.0,0.0,1.0,0.20689655172413793,18.883720930232556,8.0,14.023789311975086,0.0,0.0,1.0,0.816496580927726,0.75,0.5,2.25,2.6299556396765835,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.4974554689058144,0.0,0.0,1.0,1.224744871391589,0.25,0.5,3.75,1.4258795636800752,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:01:00+00:00,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,14.023789311975086,0.0,0.0,1.0,0.816496580927726,0.75,0.5,2.25,2.6299556396765835,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-0.4991518229686048,0.0,0.0,0.0,0.0,0.25,0.5,-1.25,-0.4752931878933584,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:02:00+00:00,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,8.25,13.841363131329707,0.0,0.0,1.25,0.5,1.0,0.0,2.5,2.3804761428476167,0.0,0.0,0.0,0.0,0.0,0.0,-7.25,-0.5237923412029946,0.0,0.0,-0.25,-0.5,0.0,0.0,-1.5,-0.6301260378126045,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:03:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,14.174507634012077,0.0,0.0,1.0,0.816496580927726,0.75,0.5,2.0,2.70801280154532,0.0,0.0,0.0,0.0,0.0,0.0,-7.75,-0.5467562048789396,0.0,0.0,-1.0,-1.224744871391589,-0.75,-1.5,-2.0,-0.7385489458759964,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:04:00+00:00,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.75,0.5000000000000083,0.0,0.0,0.75,0.5,0.75,0.5,0.75,0.5000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4999999999999917,0.0,0.0,0.25,0.5,0.25,0.5,0.25,0.49999999999999967,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:05:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896332,0.0,0.0,0.5,0.5773502691896257,0.5,0.5773502691896257,0.5,0.5773502691896261,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.8660254037844275,0.0,0.0,-0.5,-0.8660254037844387,-0.5,-0.8660254037844387,-0.5,-0.8660254037844382,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:06:00+00:00,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5773502691896332,0.0,0.0,0.5,0.5773502691896257,0.5,0.5773502691896257,0.5,0.5773502691896261,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8660254037844275,0.0,0.0,0.5,0.8660254037844387,0.5,0.8660254037844387,0.5,0.8660254037844382,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:07:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896332,0.0,0.0,0.5,0.5773502691896257,0.5,0.5773502691896257,0.5,0.5773502691896261,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.8660254037844275,0.0,0.0,-0.5,-0.8660254037844387,-0.5,-0.8660254037844387,-0.5,-0.8660254037844382,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:08:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5000000000000087,0.0,0.0,0.25,0.5,0.25,0.5,0.25,0.5000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.49999999999999134,0.0,0.0,-0.25,-0.5,-0.25,-0.5,-0.25,-0.49999999999999967,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:09:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5000000000000087,0.0,0.0,0.25,0.5,0.25,0.5,0.25,0.5000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.49999999999999134,0.0,0.0,-0.25,-0.5,-0.25,-0.5,-0.25,-0.49999999999999967,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 10:10:00+00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
